member_id,training_hours,assessment_score,compliance_history,continuing_education,years_experience,previous_certifications,course_completion_rate,engagement_score,specialization_area,age_group,certification_approved
16,16.078342684967712,65.09281927959253,11.354028711729601,11,8.29660577811547,3,42.83330212430418,59.662247629356045,Electronics,56+,0
17,20.882611883814313,81.22866061799806,61.30388155449212,9,4.517582974226029,2,97.51737627351663,58.02587837045223,Telecommunications,56+,0
18,32.317834925825636,79.86498800737809,42.41943770937374,5,10.63546997941267,3,53.64685475538001,88.57639484066144,Electronics,25-35,1
19,26.9661120034101,73.36812747011047,74.99428667985515,18,7.953310035921055,1,60.15324149487985,80.5115098920612,Electronics,25-35,0
20,20.326689776618245,36.641973777746465,33.560765247319985,17,8.538511389849223,2,97.45589115022366,39.564677423933304,Control,46-55,1
21,38.39112621699396,70.6350164437864,54.312897254481626,24,16.66358002850084,1,77.78965009064282,63.008042253500484,Power,25-35,0
22,14.50703586182016,53.20852179804035,23.597874690064078,11,2.549413062443076,4,44.73427396162313,84.39147864563884,Power,25-35,1
23,20.36546536007207,50.89862267659642,12.248777277690479,11,2.557471139964674,3,92.44796252466632,86.70290642563671,Power,56+,0
24,23.688316546625412,69.41015588107248,54.419375494248655,18,11.98897520617787,4,49.64394972883965,76.20462541616207,Control,46-55,0
25,28.26804063579325,81.75537194666363,62.00044947592724,15,8.397015044860145,4,89.04765284389474,72.71094292213485,Control,46-55,1
26,56.13808033092736,59.45570151529378,19.983863998705637,14,14.055448380854404,4,98.45173853895201,56.04039869537934,Power,56+,1
27,16.68207586386071,26.03203693259725,90.95895855112917,18,1.326054590792697,4,78.39077495169909,86.05285692462621,Telecommunications,56+,1
28,31.660874650993833,83.05799473933365,92.64602805728896,16,5.941043098592771,1,58.82833280021222,52.0461420192074,Telecommunications,36-45,1
29,36.92514163929282,75.82363819574597,14.344570852795,20,1.7810960612170301,0,58.38196885404249,45.82979619921832,Control,46-55,1
30,11.426915492692256,65.19570702875642,14.972373250888484,12,4.5048605611300925,0,97.3928930994617,73.11498355468588,Telecommunications,25-35,0
31,38.0599906194883,59.5956541229974,15.63183398871736,15,1.8465149277740043,4,72.46131701006742,63.35127806484628,Power,46-55,0
32,15.608837559322492,88.82532468372406,30.171850415313646,16,1.6852794618296665,3,58.440855017153545,80.85315641010055,Electronics,36-45,0
33,12.017917926379127,36.15261967125128,24.54477357231157,13,1.0612149290754587,0,78.18043615859355,77.26757056604848,Telecommunications,25-35,1
34,99.21063380520792,87.89434970221663,9.718771334125138,13,5.97448960300961,1,89.82746698498717,95.61654735723765,Power,36-45,1
35,111.11891027383518,73.70166199337504,16.049661749732504,15,3.2238055306590736,2,53.30185586941377,76.06823183239219,Power,56+,1
36,59.5699471843863,47.376564565829526,3.1607014292243534,15,1.5557097850273975,1,82.39153533427344,85.89742535025707,Power,36-45,1
37,20.89863579906275,58.686530488277846,3.988250034883856,16,2.9492220773507807,1,53.785064230074255,57.22963449467697,Telecommunications,56+,1
38,13.083319450075187,92.75002634109653,7.851216164132079,15,1.9252910387575484,6,70.79733897731066,80.6739030703677,Electronics,36-45,1
39,44.58252289295985,99.1245285131726,100.0,22,15.210322680336738,1,99.34301830601856,65.85102880603856,Telecommunications,56+,0
40,27.40272527756195,81.44839671303495,100.0,13,2.9283483289047774,2,59.34050311749864,62.59029055518219,Power,46-55,0
41,13.90456701863346,65.82425132362303,56.66392222506251,11,3.031979130129157,0,98.93309177539174,56.46218741479086,Power,56+,0
42,30.506416844024503,52.090665607233134,20.163989065024364,15,10.158471892860726,1,58.210802138558115,93.13556458658326,Power,46-55,1
43,11.049811643304373,83.38327133657737,7.710304761279774,11,6.217152420053211,1,86.06615776187726,69.89679399846958,Control,56+,1
44,82.01268662179072,69.94496107485845,33.01679601602491,21,7.1923314041003685,2,84.2191073041042,58.17376550208857,Telecommunications,36-45,1
45,18.983733305220582,8.041261930327934,46.10785314877298,17,6.053031836856526,1,99.17741409236139,80.17120011043976,Electronics,36-45,1
46,42.58767395694941,83.95428416188241,17.464109263778354,16,15.612063713058632,0,43.91127693235659,63.400690116684814,Telecommunications,36-45,1
47,21.206397449728712,91.63491694302552,44.32518257759043,17,2.1596655298542333,1,57.52617065249396,58.023291617475266,Power,56+,1
48,32.02332687727686,85.27702126218885,11.247734286557202,15,23.567169084949686,3,78.81057654433471,100.0,Power,56+,1
49,33.73671393945393,83.02028950178934,20.52374756708005,11,9.887986466366542,1,83.75195734407758,51.86841311644526,Control,36-45,1
50,16.131657985237172,41.08338332460017,27.10551622391087,15,5.445476864891515,1,67.2901777171055,97.97660739061232,Power,46-55,1
51,114.7842139820868,94.32646456110916,100.0,14,6.429047344167204,3,35.82053914531828,57.8442063974,Telecommunications,56+,0
52,54.767361314144225,80.61945533557805,15.836821766213045,20,6.232365500883132,3,99.7779624734997,79.39005327578158,Telecommunications,46-55,1
53,94.15283257874746,36.97624306549597,45.94168894894051,14,1.3008535645576067,1,69.64322465632786,68.47595526208544,Telecommunications,56+,1
54,77.5645599260259,51.675755450527646,13.697568711273277,19,2.2296081826315914,0,60.11099939220861,81.04620692584865,Power,36-45,0
55,37.33163237149825,80.99624603029415,11.966160095053063,13,17.281705386939954,4,42.148344114926445,49.27028651930212,Control,46-55,0
56,86.48306137808216,65.94468207703777,17.394788008188428,16,4.821759934926145,2,82.17866164134595,47.4390161218964,Telecommunications,25-35,0
57,12.779663768593469,62.50833579722352,33.91346335297597,15,3.376919209435737,1,91.14590714118383,81.504144118033,Electronics,56+,1
58,16.544040838938024,63.583777761495774,98.96819073685126,14,8.178231146247871,3,88.35921620136692,43.297391323989444,Electronics,46-55,1
59,11.388458970604958,73.27478239420854,19.784448308535882,21,4.717141175657826,1,98.06204368885545,52.4705697571447,Electronics,36-45,1
60,21.805962604092606,69.87352287288441,62.331171548122015,20,1.066250842399436,1,82.95532927035751,68.65419716349327,Telecommunications,46-55,1
61,24.763908753826556,88.09856460485463,100.0,20,7.663532843125207,4,59.907585385452556,50.58771981298594,Control,25-35,1
62,19.49681329626477,92.81588899772788,40.41179489737762,12,7.58790209697122,4,87.7204325004988,52.499596912150054,Power,25-35,1
63,62.93673595722802,29.89039579189609,70.34437989760436,13,1.9025083416398603,1,48.45574649928499,63.834120928625126,Control,46-55,1
64,23.236809985896105,44.27065168856031,16.553110824239624,13,16.693406615604456,2,53.67873878012534,37.23209593617847,Power,25-35,0
65,19.894085204027476,59.69717832055067,45.05018066983414,19,2.2674218930842147,4,55.83333635440339,48.98657561234839,Power,56+,1
66,33.47221249623238,29.138158208972577,53.67818733567205,20,4.060134813112219,2,41.54078385845222,90.10200058209413,Power,25-35,0
67,14.556944434618867,68.74577995026715,9.24490238927634,14,1.609346648068271,2,55.71795260462365,84.35367356411447,Power,46-55,0
68,58.614507873241934,96.6987686278294,15.09541830973914,17,5.622651916933406,1,59.17963878289707,100.0,Telecommunications,46-55,1
69,12.32427606433927,88.7615788145134,26.153728677463445,8,3.3536284097730125,2,49.92252211893243,78.92108305889663,Electronics,56+,0
70,140.0243901876196,89.41647503900259,17.8319753156887,18,3.1783856138024267,1,97.60580470449956,89.5242529568873,Telecommunications,56+,1
71,54.38451328724534,89.14231069529767,28.687306593398468,14,9.771650178666823,3,94.93922546550438,63.67701078962548,Control,46-55,1
72,16.646183215176578,86.9828019740073,7.899401583150924,16,1.0480385976505688,4,96.32531451210143,67.19322414042,Power,36-45,1
73,10.166122611278064,94.01388446805794,100.0,16,8.996120529300782,3,90.89575574268578,76.19359135705642,Telecommunications,56+,0
74,60.69690332458378,94.80258041981264,66.83771987597422,7,5.236722574438457,1,82.31966119234491,41.592906214967414,Telecommunications,36-45,1
75,46.81287722161134,49.69877087864077,100.0,12,22.378797503465037,0,90.37958011988371,78.18658640605315,Telecommunications,25-35,1
76,49.16988726363997,96.77323222262667,10.419917065779277,7,5.451205210018104,1,64.7444091587203,60.6427633959661,Power,25-35,0
77,54.256435781305406,79.4018006527599,46.349010601394895,15,1.2848581607363938,4,82.48711242809725,63.15797610083699,Power,56+,1
78,12.30787796541389,81.00823788724018,17.981224877361342,6,1.2598640810180497,1,77.18952936912761,84.95890394530461,Power,56+,0
79,23.316780172486972,50.951169031152965,11.897989280151846,13,11.734448878176098,2,78.52122674765847,46.71847301303707,Telecommunications,46-55,1
80,13.69450313813349,29.436187616371367,64.24309452055626,12,10.200994058311316,0,65.99631770281499,70.8274579261703,Telecommunications,25-35,1
81,69.65588714974669,79.60878893807714,34.77376733196982,11,3.122399307495063,5,17.784145859828204,76.71773098973587,Control,56+,0
82,39.28903575137122,84.79694697214426,24.722683867008783,10,5.812098555574094,2,43.008415191644794,62.044767729512415,Electronics,46-55,0
83,22.05456403753903,56.444633868381246,41.32313220414269,5,4.362718067132176,1,99.09804058352647,70.55990426478948,Electronics,36-45,0
84,11.970041974143486,46.50129876772687,15.699982381405706,22,18.081157418158877,3,55.09687374961912,71.28148519871195,Power,46-55,0
85,21.174650512310613,95.90613537508305,15.221094374391672,20,15.974752983404041,4,62.93451943447135,83.46153143416107,Electronics,25-35,0
86,21.79942639552394,91.68420308231589,18.563547360832512,22,21.62577437548172,1,91.87711816166367,67.26377144027235,Power,46-55,1
87,49.236273518732226,75.43197467632694,73.29797892612363,19,11.066351045308704,1,96.38389930129271,51.21552798756666,Power,46-55,1
88,40.4466807677806,80.09247170796449,69.24540133573986,13,13.01487827318842,4,8.83116117700516,61.33135762522238,Telecommunications,56+,0
89,75.46755737204545,56.65214868334718,9.933971354287255,12,2.2248934284114394,4,92.29518703376061,64.76832026066683,Electronics,46-55,1
90,29.171984001289292,68.2390842717052,100.0,12,9.889483682015445,1,87.33405554006056,57.98544247682544,Control,25-35,0
91,13.821171808465056,60.47284344081136,32.52613363094787,14,7.169705562024474,2,66.19923683001812,72.84128298277201,Power,46-55,1
92,47.47379032949798,71.50983366974012,45.78919693899893,13,17.455419587691647,3,78.09141938181341,72.12416373531583,Power,46-55,1
93,52.911782592305926,60.46988142427209,18.033119846304466,20,5.234544345434545,2,78.21693977414635,71.34783632863844,Control,25-35,1
94,34.71662484657486,86.40896761569208,33.880917152203,13,1.4450696312803428,3,86.35826409240704,56.53724185825292,Electronics,36-45,1
95,54.21669900164093,74.16221274822928,11.827810198720032,21,5.549045058249838,2,72.04665546284183,71.94687129088885,Control,36-45,1
96,30.424441945308338,92.31871360085887,16.938800824570936,12,6.801070479212658,8,79.1976556334707,89.32450906894107,Electronics,25-35,1
97,32.190365163318006,63.201837214433674,60.57089475447845,14,2.2443650964559634,2,78.40540768173993,74.41829320463499,Electronics,36-45,0
98,26.73442581725282,23.13260361222306,61.56823571899313,19,3.5053120596232277,1,85.00203906501659,86.08491851116172,Electronics,46-55,1
99,10.772433219703412,10.016116983927606,47.34618794998079,19,5.562781244367579,1,57.32142542207773,71.6337734986701,Electronics,56+,0
100,13.425023055755975,99.94965708016784,23.425277577591288,21,3.342869158000666,0,80.41934005339519,60.44113758096112,Electronics,25-35,1
101,10.958010438791614,94.79455716348598,9.760924672330257,14,3.3495999016313314,0,54.05408093303766,82.90508999410963,Electronics,46-55,0
102,40.35188652782648,61.628273817441794,79.42585836364319,28,1.7140811851833233,2,91.95723137939484,48.89095210842184,Power,56+,0
103,21.321901263852993,74.47166943745326,64.78433686530992,13,15.12967096895099,1,93.000490359281,61.625486259461795,Telecommunications,46-55,1
104,31.3131153140257,58.34922136641089,4.831615299594324,17,7.94136928505081,3,91.89392963171107,67.88069031865092,Power,25-35,1
105,81.43796589537926,77.42706183445884,62.31571717029247,15,1.0062210628882535,2,16.761807625196752,79.79151492555265,Power,46-55,1
106,18.60216468949895,61.55063600046486,24.710402925170683,12,8.253914476673668,1,63.51828796421407,89.1185454540286,Control,25-35,1
107,25.84845924648018,98.37924946442028,54.96196861130763,10,7.731427344419493,1,88.88719606010727,82.69707450891127,Telecommunications,46-55,0
108,52.2624744261575,63.382135217767654,8.011539119728528,12,1.0488930767709825,2,84.62517302776395,81.19191144692827,Telecommunications,56+,1
109,17.79415470752182,96.16889675889283,18.881402296613807,15,3.3070377887121167,4,52.9129559154624,82.96900879583026,Telecommunications,56+,1
110,12.403128356505292,96.77854150518056,35.834079011567944,9,5.666519318814596,2,92.50992283804423,85.05982507513335,Electronics,56+,1
111,20.26420911661171,51.546496279584275,100.0,14,4.01425366866032,2,57.248136897067425,52.93558012989332,Electronics,36-45,1
112,15.274250755001885,73.1240553863963,35.90533947865624,17,8.525076853893331,1,91.36253808217938,100.0,Electronics,46-55,1
113,89.64850257641874,56.30391563982805,71.27806866051161,16,3.7709132813594737,1,83.48525381162933,86.64579372558971,Power,46-55,1
114,59.526612414537084,57.80353560464958,39.69228418965991,15,1.835369789257675,1,40.33783807809092,67.2852628308491,Telecommunications,56+,0
115,40.10482571561593,85.28666405725777,38.62815744404703,12,19.735854158503397,1,47.18644236753161,75.56960377851595,Telecommunications,25-35,1
116,71.54559191562439,87.62711434819633,49.22595218483579,20,2.3856232782496942,2,65.66637921009668,50.29818971416698,Power,36-45,1
117,58.839068222216696,67.46663347603547,31.84732021382692,12,7.3237885274348535,2,62.034652943429236,66.10244169998391,Electronics,46-55,1
118,16.19486429075917,32.58923932876361,59.547755549689214,18,1.772498855136261,4,90.38680375078462,64.86815245531054,Control,46-55,1
119,76.92440215706684,63.2056780898806,12.689556151303778,22,2.9950247033644533,3,88.40590846192568,63.633920156037014,Telecommunications,36-45,1
120,33.25299705898516,76.2342500822447,32.020151326031495,13,3.9172289764937718,4,72.22704056559297,82.21636232864053,Power,36-45,1
121,59.42044873910699,94.885298225087,100.0,11,2.067401980038326,5,95.22631750196643,71.56403435714599,Electronics,56+,1
122,77.92727947858694,95.88572310281471,73.32785155778046,10,3.9888175297240553,3,96.77426041539162,52.084196719482996,Power,36-45,1
123,21.481921492549553,98.05538085865102,42.32736221390735,10,1.8549074335975413,2,71.74638483785986,52.36737530424102,Control,56+,1
124,13.497764803715524,74.04019400544503,66.48510853911841,16,5.093626156388127,1,39.98054669185008,40.52755701232368,Control,36-45,1
125,17.76060238418144,73.63275064706201,92.02763369027947,13,6.448955339260458,3,75.22287444457898,83.19569769702898,Electronics,36-45,0
126,26.71173078245843,60.24980690114642,4.069883218655093,18,1.3223421327873257,2,77.327144585043,66.63077743095128,Power,46-55,0
127,61.114891799168355,46.493077164046994,26.68301863691722,15,11.244837969506953,0,87.2419064644317,81.32018709710702,Electronics,56+,0
128,69.14034915639499,69.54692258064739,18.823732463102402,12,2.0237002288320847,4,44.80142940401565,100.0,Power,36-45,1
129,10.209292275449519,54.52595648446379,8.652798374565634,14,2.2768000229184766,3,90.65241792831863,56.51722802508278,Power,36-45,1
130,31.446284780156674,30.277897064771036,100.0,10,6.413938405512083,2,94.87046274989201,74.90461127428514,Control,46-55,1
131,26.208199627560138,78.43537610751736,50.9396616756927,16,4.162622774286705,0,71.27990867955334,91.6479548032035,Power,25-35,0
132,17.535020148274736,62.643651705160075,64.8664026755781,19,4.459695544572832,1,80.67020785206445,62.66511424663556,Power,46-55,0
133,13.830411746369403,32.37530351545478,19.554029398541,15,1.6857180273028503,6,89.96022302210343,64.91169562981861,Control,56+,0
134,22.357257395872974,31.85605860111868,26.218779252189435,21,9.19268151672356,1,98.52016632257393,77.95484322155333,Telecommunications,25-35,1
135,95.8936336807345,32.58941629940818,33.201654436217545,14,5.799309672847391,3,50.47312481893237,100.0,Telecommunications,36-45,0
136,21.711514086444232,88.86440080437742,44.72583525347091,14,1.7273376909019615,2,97.86571627861566,79.54553282169772,Telecommunications,56+,1
137,31.943584172804556,87.01284030245957,57.99458157286199,13,3.3420194837066464,4,83.77139287525272,57.35803588287145,Telecommunications,25-35,1
138,46.42260930642565,38.512750842688206,55.40323493000531,19,9.314455391882463,0,60.58091169678666,59.17182197713626,Power,56+,1
139,23.55923496900887,47.336938614359916,27.65545792673047,15,5.2007594718229,2,86.76052293180028,62.673903502792896,Telecommunications,46-55,1
140,117.03394414875099,68.42486561749625,94.47069561183854,11,1.5750837095103076,3,98.53897576682938,42.70626790813437,Telecommunications,25-35,1
141,108.46029593624193,10.642338478679887,81.91416608812864,16,3.332266063515685,1,98.06364276721528,67.60996883269095,Power,25-35,1
142,18.70183884976616,68.13416418530669,41.43691217294817,20,2.389942030794377,0,55.98204097497646,70.11199480890579,Telecommunications,25-35,1
143,30.629778353915416,86.11628448523477,34.17127370238462,13,4.6435148468005,1,94.76962124378936,70.69084064235707,Telecommunications,36-45,1
144,20.737913802371402,86.3002013158035,25.97315099703526,19,10.269061535092423,4,60.702288688007634,48.25185231983575,Electronics,46-55,1
145,20.05749029143245,30.133472293338116,44.91644154708538,19,3.865873914793655,2,44.696502522492416,75.17954946030106,Telecommunications,25-35,1
146,11.127534332965675,93.55981931204543,78.9878499623946,11,3.83999692716261,1,78.72985973868357,55.240717939088455,Electronics,56+,1
147,38.21476212947779,97.47774968127156,34.7789811925428,9,12.787894673371378,1,85.76864588555097,66.41595888290371,Telecommunications,36-45,1
148,30.955588984889154,24.718889651449345,20.925015983295616,7,5.292296065200788,2,62.20480074240643,58.86107137615579,Power,46-55,1
149,11.585532621411774,83.15889802857687,34.18318638082888,16,5.175755676909035,1,88.65347794072358,87.31983858083481,Telecommunications,46-55,0
150,19.79877763031108,64.98961266643181,42.00949924553263,14,2.518446820525805,3,85.14817661636376,59.722023648087784,Control,46-55,1
151,81.66582853268021,86.852474537116,11.877099270069372,11,5.678932066338604,4,66.76464661191558,90.18408526376258,Power,46-55,1
152,18.21581656426231,78.64436658097026,9.061083867184017,10,5.289053421451301,2,83.18259187185565,72.04463538432262,Telecommunications,36-45,1
153,14.695925829564093,50.95965656883538,21.3999353829827,22,3.527958973725944,2,97.49266826358756,76.29784837238174,Telecommunications,46-55,0
154,30.168163284209086,81.410127129027,94.33842880516623,15,24.38632103707221,4,88.05266185209955,71.24916800500405,Power,56+,1
155,137.3211094784578,85.00630830545444,75.97404134175835,13,11.680735276509479,1,96.03795876881387,57.21600713529491,Control,56+,1
156,18.314344406791786,98.27313315027084,6.995369436978684,10,7.9232044458281985,1,87.60186944253164,76.09029009519695,Power,56+,1
157,43.4546503089188,70.42620398070235,14.589992808545123,11,4.853874574293305,2,68.01188857837548,63.55101978729005,Control,25-35,0
158,53.01662878718388,74.84280507280641,57.29535282041029,12,4.100039404683031,1,93.31468793144165,74.76414451817608,Power,46-55,1
159,18.139995170074172,96.12340838147763,23.74798910232919,23,2.0222063911689094,1,90.70150259207817,79.05881810262109,Power,56+,1
160,49.08246785476948,87.85409024048684,46.70276754745955,12,2.824525552435789,3,36.381616252616915,98.60655120017329,Electronics,46-55,1
161,23.75568397792912,23.715070302020198,7.45255563654169,14,8.435234213206199,5,98.01911622139579,77.06316142549235,Electronics,36-45,1
162,40.01511243195314,33.201878863643415,33.64854155398854,16,4.023383087928533,3,21.487983197852166,84.34937949560172,Power,56+,1
163,40.11513481412915,99.55487043868352,30.992368851193316,11,11.696786528180702,1,86.40510278742657,79.90793330664367,Electronics,25-35,0
164,33.02155749857046,57.39859631763618,65.08595858315607,15,1.8003222876388072,2,85.42762280374023,66.62521017208051,Telecommunications,25-35,1
165,12.838874764348628,39.78895843186552,44.733009566720334,13,4.549911455801245,6,61.285224100202576,80.18657744121373,Telecommunications,36-45,1
166,64.10934382738891,61.16929706732906,37.163321967637856,12,6.205950071847177,1,91.7723400715641,68.13582011056137,Telecommunications,56+,1
167,21.604308810021898,76.3834486851664,5.678340612402993,13,4.637124597421675,2,99.53715279660948,63.80626410544708,Electronics,36-45,1
168,16.192963198226696,86.87567639179701,100.0,15,12.001356189809599,4,95.94143631129862,53.65229521572661,Electronics,25-35,1
169,11.248892793830356,88.8561923890737,54.40254729433546,9,23.81212548698294,3,71.37125474493308,79.79084658393738,Telecommunications,25-35,1
170,36.813352137837505,33.509170533658974,18.13408478185653,15,1.6155559787928004,2,63.25792886431279,61.477621074944324,Power,46-55,1
171,43.95555202802046,24.265031973589483,36.44984336667007,20,1.696051171412599,0,90.2057013604918,79.426737694423,Telecommunications,36-45,0
172,10.501808426754119,61.45232444729024,24.36093095281447,14,1.6981734053368083,5,88.75262054821988,70.0703087105755,Electronics,25-35,1
173,31.528917536484652,50.27501246154718,28.297720602629607,15,6.71559745225707,0,20.79874222374618,65.73718934729244,Control,56+,0
174,17.70472441164873,24.58170874211691,75.16672745680388,11,3.3314613881624653,1,54.65800953243195,57.046375974907406,Telecommunications,56+,1
175,41.08373024643076,82.17522037221696,14.52424226204692,10,7.608429110903852,2,18.524799270099486,89.5118207894365,Telecommunications,25-35,1
176,15.748126676174014,58.27534534023403,56.026979416308826,18,3.599932894756034,2,67.3153233947767,64.11039007623953,Electronics,36-45,1
177,45.226375827031575,62.57933576674777,77.3498337077102,16,5.939023912159283,4,58.63011185336102,93.79873892124164,Electronics,36-45,1
178,24.668761029433053,48.302690805664305,49.940746421394294,15,8.345293969689024,3,97.31013363125307,57.726824545594695,Electronics,56+,1
179,92.81031453412922,96.25707853199262,29.45414096796643,17,4.972754458573432,2,73.17040125556956,92.61511501919159,Electronics,25-35,0
180,14.438332403178368,26.022342536113708,16.987822398248614,17,4.877251100842164,2,98.11719186460704,71.25911821050562,Telecommunications,56+,1
181,22.51397301985515,78.25754411601041,19.175750138580415,18,1.4618612877081518,1,73.79699771644724,82.91094800066132,Electronics,36-45,0
182,13.613328551109893,64.51321927439491,37.0271173155436,15,3.6447930431859623,1,90.66407058443937,50.49179007014479,Control,25-35,1
183,87.58571191452171,83.97278927114317,34.72217321597896,14,4.945836747208697,1,96.61562067144092,50.41963873448977,Power,56+,0
184,72.95001121482983,60.757802399161,61.03825693391862,13,4.099305397150915,6,34.41496348317373,73.87004864510764,Electronics,25-35,1
185,18.94982110184467,99.98125071971877,8.05627612442828,11,12.552179157189325,0,84.49828510472305,54.79191528307051,Electronics,46-55,1
186,42.36288217131744,44.44236609907907,74.52221083486813,18,12.850607563083235,3,69.7787399064299,89.93482577622314,Telecommunications,56+,1
187,60.984522179176636,47.98216867582505,100.0,16,9.627538411902382,4,96.05847857120511,75.46007323808281,Power,56+,1
188,34.30397082059524,63.762240551969654,31.714378258770477,15,3.352403318027637,3,85.7783797384254,60.33734716648084,Power,46-55,1
189,32.62838230581838,65.95290120528978,27.969100775139545,14,7.316830067677679,3,78.9504488310542,56.19939255661354,Power,36-45,1
190,18.306311363137095,85.58033008235957,30.150732130563505,10,3.515018649053147,0,93.31252604189004,65.67198836223285,Electronics,56+,1
191,12.931784214248221,66.68593395846639,36.05449070966813,9,2.3236938001027125,0,79.06478154711975,61.48256857871867,Telecommunications,56+,1
192,78.25369675583569,61.25421605297817,26.220333629605218,13,3.0996154407180025,2,75.56113007809748,77.42935833081093,Telecommunications,36-45,1
193,79.2032328294528,99.92410533467846,4.176534777499441,14,1.3680423561629018,2,50.67465611576167,68.84887403780903,Electronics,25-35,0
194,40.08009758448654,41.86314868426511,29.62364994015891,20,3.0156704527439158,0,80.20846332403406,87.5256435090583,Power,46-55,1
195,22.421395294339717,21.387323010824005,37.731691656455865,19,4.087807806462672,1,33.901499828510175,79.48330658055403,Power,36-45,0
196,22.887028474349318,29.652104204649778,80.07653113204198,12,16.559184255890806,0,88.80171412571791,56.995305522301805,Telecommunications,25-35,0
197,48.83396289181354,98.58495270399409,14.347575333283897,15,2.880094081995149,6,15.44999538289952,63.61667392287466,Control,46-55,0
198,78.22292047321757,79.87959447975513,100.0,18,12.63713246754689,2,42.8895040719626,57.03233462262672,Electronics,25-35,0
199,75.4339770818984,86.57087672686879,24.76610688503274,16,2.299415518324091,5,85.87014020553478,57.045766538323754,Control,56+,0
200,55.4068657579271,22.822269788516163,16.000742784076923,23,2.059589586856184,4,53.11748536614207,43.07080865969655,Control,46-55,0
201,40.81932080703115,19.758924680410885,54.41263465130352,11,4.659392814170073,1,90.01060214180569,84.11874451377695,Power,25-35,1
202,12.636751785882522,65.34464407341277,22.45516548564661,23,6.581509699606755,4,96.4343313519276,89.38480202657885,Control,46-55,0
203,15.288826440502344,90.70135425085678,32.194811650516336,18,1.2267248450895007,4,84.8077572163214,55.186651043616266,Electronics,25-35,1
204,78.64691500532517,95.68959404162247,33.93283188517568,15,2.2491439372632582,2,98.6103136243569,53.6762784469584,Telecommunications,25-35,1
205,37.974818408967685,77.8254620803463,52.21165516859643,16,4.041123528635703,1,88.10298433057494,78.41391648615577,Electronics,56+,0
206,10.277188168329833,73.56457632965623,31.450357582413684,14,3.0098885008258427,2,81.92162007824182,57.709373790622195,Electronics,36-45,1
207,13.20990704307848,16.939909539678773,28.79169058287493,19,7.234768265054049,2,75.00042341433463,89.11112734731554,Electronics,46-55,0
208,42.67487161870723,86.69399329934639,24.235006705899327,11,4.578606303552156,2,42.56505782390978,59.248833852854744,Electronics,56+,0
209,10.15223311155391,57.844613609706094,48.515042192229664,16,1.8739049261155842,4,51.029842238750845,37.92373114890231,Control,46-55,1
210,15.25947448312597,73.64988800228107,21.474648543669964,13,12.243581108736622,0,67.07545717575225,68.0460703553665,Power,36-45,1
211,33.87093538416795,46.47785392641984,81.89608915405117,15,2.7329560341333385,1,81.07876838946682,61.115281928252735,Telecommunications,56+,1
212,45.31945859964438,99.65586799463118,34.22608124947291,11,7.567657060575561,1,88.21140719946408,72.20929426039005,Power,36-45,1
213,41.663244464057456,2.642503718935608,6.044085542090914,11,8.568724918196898,2,62.721745776865866,64.76631840055586,Control,56+,1
214,17.618496019240734,79.77174721266643,41.98703041860908,13,17.50554322178082,3,71.46596263519612,78.6481257456937,Power,56+,0
215,47.36251866695616,72.70056567283815,47.18791508613356,18,4.450832800370168,0,61.99943859592617,76.34689967673255,Power,56+,1
