member_id,learning_hours_monthly,engagement_score,assessment_attempts,courses_completed,days_since_last_activity,compliance_rating,forum_participation,mentor_sessions,at_risk
57,8.475274294038908,73.92829082291689,2,2,1.6145669303995662,58.162190201326084,6,1,0
58,15.722089525110299,22.652975400191693,3,4,20.158535627649023,99.8526353602942,5,2,1
59,26.997235650797506,84.75024038586746,2,4,0.9614386524931943,99.38329577863504,8,0,0
60,10.570546073104044,15.979951676999256,4,2,7.80193240668901,94.14227677808611,7,1,0
61,15.279024056085243,77.54704319816557,2,3,10.70332595244141,34.14920553148427,4,3,0
62,12.580832746621716,76.90377454093881,4,4,10.726105874371266,50.558188340276914,6,5,0
63,13.766863500437175,33.40607191320627,2,4,20.8119453016004,73.55364486161712,4,1,0
64,15.475685454441576,87.6221113503705,4,6,16.6067551086576,99.26879766369538,5,2,0
65,24.16795909660702,44.84020783700494,3,6,19.944990970679378,85.83079726671473,8,1,0
66,3.042325598696289,27.647895516286724,5,7,4.552144272070404,73.35584857996136,4,1,0
67,19.310965807785934,81.68296980504654,3,4,1.1728286040163416,86.48813497920511,4,3,0
68,5.351272359508542,88.39278420719022,4,1,5.200674696162759,86.8056591139198,7,3,1
69,4.591378409261572,24.411012749514942,5,4,7.60836051969159,98.35824968434069,1,1,0
70,12.196403737318,2.9843527754974857,6,5,15.39595960578933,87.3734029472653,4,1,0
71,3.2072954785799803,36.04473824171374,3,3,10.497995783863399,74.7513466833802,6,3,1
72,27.988029971436866,69.20620709249307,4,3,17.814003166732665,97.79326386445125,9,2,1
73,13.8421348111762,64.17192944538591,1,2,22.049617144714162,95.80195279428469,4,1,0
74,17.422904020865364,8.510920064302981,2,2,3.4565292811982475,81.03833260839626,8,3,1
75,2.195128378020446,50.59474125415973,2,4,1.95057531313513,67.87882490427147,4,2,0
76,12.829597136377416,75.31976597353196,1,3,1.896418918780442,74.35537895166507,5,2,1
77,11.764408801333769,56.02350048614399,6,2,7.164098943673213,90.13945651910717,5,5,0
78,4.077387615215251,30.65437446718206,1,6,5.317197056504776,81.6125240557635,5,3,0
79,3.9936540871944315,29.30457889687363,2,2,1.1113675549431066,76.17608902671977,6,1,0
80,16.270174053819687,37.54349089114666,3,1,6.475758061348742,86.29705194744552,1,1,1
81,6.606200544986846,59.668008939723826,3,6,0.2562094771206509,86.25166781117434,5,0,1
82,16.130708690964674,54.31689017965885,3,2,0.6754524312338407,12.158321279900155,3,2,1
83,11.699552008107094,88.0073087241389,2,1,11.45532244245493,79.71666806819007,3,0,0
84,7.910929156001147,69.17156555239113,1,2,13.431621712218794,67.89830138403883,1,4,0
85,33.10442306939862,57.607912449628685,2,0,9.573660396758546,88.63796108353856,4,2,1
86,24.116885563637,43.00623430702842,2,3,6.606438771717488,98.97525773267296,4,1,0
87,7.306748547600502,75.5416500942926,4,2,1.936854940058399,44.11727197294953,3,3,1
88,2.5348414171010116,71.25954291375851,4,3,1.5645460465862377,54.34962320020248,5,0,0
89,6.362117381157047,48.37961410947983,2,7,2.141128237151127,79.56980660525234,7,1,0
90,8.09367587570563,13.280751447692774,4,2,1.0623328257520996,83.53049018354749,7,3,0
91,16.647684495051287,13.623982225091893,2,4,2.3584621116899993,79.6111376937509,3,2,0
92,66.4725658208491,69.43487955095603,1,4,3.508523065126991,84.60230466783433,3,4,0
93,7.279092386288184,94.20369014793292,3,0,5.633945492981781,45.77588608188116,2,4,1
94,19.253467963725214,87.71516075609918,3,0,5.7522929273463985,86.98474861865868,11,2,0
95,12.7925224696432,18.555848081416514,5,3,10.575762495234656,72.35335329988813,4,4,1
96,16.120253340319735,35.399607231992725,5,2,6.404622329107151,69.87510885286648,7,1,1
97,3.9661546938960655,86.06653653884972,6,3,1.1691955043346773,51.62380491044565,6,3,1
98,8.107454358776096,39.88449455557503,3,3,4.963154450012835,93.41489213593508,4,0,1
99,5.306763938427547,41.490043236002684,1,2,5.180806094281619,87.73120083355776,2,0,0
100,7.049187041548728,16.797287547466787,3,3,8.064639855586861,70.18400219893138,2,1,0
101,10.637052090027485,61.91032451429515,2,6,30.136715887668938,78.96796004902303,2,2,0
102,15.181831365701017,35.201476848396915,2,5,7.6012732412139865,97.79366245357909,4,5,0
103,3.3433657200724705,84.44031344528557,4,4,3.0596797585926923,75.4416850914133,6,2,0
104,3.6834953085323088,73.20221404002429,2,1,7.651773665554104,83.962850242809,5,1,0
105,6.662952649061417,63.12525439560754,2,4,10.633490712064567,49.79557099480757,6,4,0
106,15.001055224410656,54.129929596668404,3,5,2.6080500163213527,80.41372160710297,6,4,0
107,24.489143219442465,16.922573518952643,6,1,3.4084386503957975,75.89675973924373,2,2,0
108,11.669270787022628,29.701416074789304,2,2,4.749418700738708,48.79665525846929,5,3,1
109,25.127032393422425,61.42715301547085,1,4,11.838434550458148,83.00689260358361,4,1,0
110,7.830431893294335,30.363354824344697,4,2,1.314718321579728,67.77722598904803,5,4,0
111,6.571399060088283,84.86097392227771,2,3,2.2639881438849287,95.56159518361947,8,2,0
112,7.248386884324057,38.846882506670916,4,1,9.210720264469057,95.249577713745,3,2,0
113,4.251606044579141,74.97476257565691,2,3,4.933711605984284,70.48154709026105,4,3,0
114,23.201007449634965,70.76887317684553,5,1,11.846834372372765,86.80402216754017,3,1,0
115,6.962043191027617,79.07299969851422,2,2,2.6810969626654746,55.266359935569675,2,3,1
116,11.645461386413107,41.977114015519554,2,1,3.920077173392768,72.5426191419341,6,0,0
117,12.368691392187989,76.62025823203251,1,3,2.772408042430976,79.28201896717493,5,4,0
118,10.846017921506302,63.793336112367506,3,3,1.2402779939847182,43.278075334978574,7,0,0
119,2.03230020688825,26.000681288923587,4,5,0.30310505989908804,95.50124458104186,4,0,0
120,55.424671779721386,46.37004240899339,4,4,10.992503902664883,61.288838149487326,11,4,0
121,30.289764801530843,60.2554378946642,3,1,9.371468897278707,44.941890711145675,7,2,0
122,4.792810659360192,35.592191203980555,2,4,1.7680727753895291,94.54538991855789,3,1,1
123,6.152032223908616,26.087876441881768,2,0,38.243271419431835,90.7232083576339,7,2,1
124,10.807883930459031,18.71652106765573,2,5,2.633218823758253,91.60557627528601,8,2,0
125,29.862606180725997,60.00738673157486,3,3,11.68103661874581,39.79746866608133,9,1,1
126,51.34830735172075,56.46557017281405,2,3,2.966467189587561,53.75449848258994,5,1,0
127,5.573468743633304,61.61099287472639,3,7,3.679375223515018,95.87642431841856,6,3,1
128,11.971242414037153,74.3108788344333,2,2,0.9600580968370304,97.59413678702595,4,1,0
129,21.73883413859756,40.402847441448465,3,2,23.348788267070674,33.6876323419838,4,4,0
130,8.017833554271338,30.808546809908655,3,2,0.16986083485622644,50.456613274726806,4,2,1
131,17.759785339535455,69.37523834129865,3,4,4.524145723451591,95.92118937444745,7,1,0
132,4.107522006310712,39.917757069713794,4,3,14.13491260177248,85.64144503704037,3,2,1
133,13.016464138719872,87.06966125535327,4,1,9.996265248903567,12.567550453740456,8,3,0
134,26.106853820700593,28.601347543161715,1,8,3.696053748781659,84.39092241272142,3,5,0
135,51.268464861383556,39.3146821135612,1,1,1.7530589055875327,97.8356358570821,6,3,0
136,2.992309857830799,43.14159243838507,2,8,7.454842567588849,93.3163253698679,5,3,1
137,8.710683146954732,29.358361009772764,2,4,10.115875012808669,98.90873842022754,4,3,0
138,4.746059721796135,80.1930992724991,4,3,12.494417754130406,52.159518913919825,4,3,0
139,9.187939116577104,18.244767162127502,1,0,0.7374501561335316,93.44700702432776,6,1,0
140,11.522601997973977,79.59661254774406,2,3,10.908498312337917,26.954259121934648,3,4,0
141,3.1756772437725793,40.988244003625795,4,3,7.291011723976988,81.62628119646203,2,0,0
142,6.226404360398076,63.01069295420131,2,1,1.7099300243729216,93.60966784927908,2,3,0
143,33.503975909866874,53.27841675540839,3,2,6.676009107051483,72.06765557429998,10,1,0
144,12.099870158318343,26.27874114344426,4,4,1.5000117924415963,54.340863181284874,4,2,1
145,9.336859882122395,58.338096354746924,4,3,16.10066688461828,88.59852895701573,6,4,0
146,18.805984764821293,65.99941575058806,2,5,6.992479909657597,87.2010081156691,1,1,0
147,18.25113849871363,96.32975328157374,5,1,7.5715921949183125,51.40112212976147,2,1,0
148,2.597583884167001,2.392517577193172,2,5,2.2696894249100064,94.77075431240466,4,1,0
149,16.80071208686997,36.52858905207708,1,3,3.703626724373536,93.81676618628427,9,0,0
150,23.934362413779766,28.058278602235088,2,4,10.917584759463917,75.10284040031704,3,1,0
151,4.1773688003441585,15.350511378779421,3,1,3.4917784819694035,40.5150291519186,5,3,0
152,20.224089604215834,47.776057552300294,1,5,5.177045296596328,85.5406413446909,7,0,0
153,6.051489959057099,24.34830004761255,2,3,7.77437454461824,91.37150859070088,6,3,1
154,6.3915251078858,64.33844172728898,5,2,4.246329631808095,75.95916481840985,3,2,0
155,15.132866545782877,51.49622734458327,3,2,2.1903751188674896,70.63457516145967,11,1,1
156,3.4171913445755457,17.979512834993987,3,7,6.972876278585421,13.907908412049164,9,0,0
157,15.118928837395817,26.93388400647276,4,4,10.735030189343318,63.955241122381224,6,1,0
158,28.255743051530093,19.766682109699925,1,5,0.24265751077522119,68.32443329498466,3,0,0
159,16.301024129571076,57.137010394632135,4,4,35.39203745611769,64.17503524495277,3,2,0
160,8.964849929202638,59.79958229575677,3,1,6.090368599348841,92.14187777725022,3,4,0
161,8.919619624745932,40.73421134305901,3,0,5.53487547038875,69.92008915329706,9,1,0
162,19.382945172545973,70.33924876295774,1,2,2.7039818170019867,66.33206158173114,4,1,0
163,12.0066344353025,15.95099326629229,4,3,10.460703776245499,53.8171013388438,3,4,0
164,3.064717754124314,81.22682374209589,5,3,10.911028437860223,83.15490514578855,5,4,0
165,12.486567319561072,49.41848943823644,1,2,6.538540266578571,79.68138356235242,9,3,0
166,22.23865953635869,80.04129970785708,5,1,0.019779423725505705,34.704811015380585,13,1,0
167,6.932965036074423,70.37322318430864,2,1,3.7304980538214614,74.1051219038266,8,4,0
168,33.5027065444782,63.26729982549073,2,8,15.89684543898694,74.63325638076081,5,3,0
169,18.669997797067627,33.803156612561686,2,5,6.1745468950350695,96.03428901017185,3,1,0
170,12.241589218798866,83.43049935761762,3,6,10.908156566529277,83.07361413273514,9,0,0
171,18.714704397717902,82.43291214017016,1,6,11.775764517774268,62.90938865966352,2,0,1
172,2.989483926217903,59.422408686508675,3,2,3.8713213632610333,84.30430478215301,6,8,1
173,25.541103257143476,78.01555667871189,2,1,2.3605043064234037,95.6984951481063,10,3,0
174,22.678276654019854,58.762108056783525,3,4,13.66413288087248,30.4737045705266,7,0,0
175,30.878247441193768,71.6924740623164,2,4,2.3009738283426753,84.38152810527559,5,3,0
176,3.652279610409326,36.563831088870664,2,4,0.17672395067046595,17.131865037982216,5,1,1
177,3.0238203260988037,29.475714912133526,3,1,8.0203349467733,56.76251465700277,4,2,1
178,3.7877867307480884,59.31534767900269,4,1,2.9344912251716178,54.938284173202966,8,4,0
179,8.117488116162525,79.64223105443689,3,2,5.476202337414762,93.1187512987913,5,6,1
180,8.62616606213031,63.115431168484804,2,3,8.484927561466073,72.4147695219734,7,1,0
181,11.91242089419469,92.55094230796283,3,2,7.335721972931777,91.78418309541773,3,2,0
182,3.5646333824973317,99.38978474947785,3,1,19.109808958619574,69.33802880660403,4,0,0
183,4.69873351984741,26.924819539958122,3,3,19.142139378888615,49.65513373958315,8,0,0
184,22.033080066059842,54.768356299058276,3,3,26.96347477847003,96.31232390413174,6,3,0
185,9.573061194524943,40.490395829668266,6,1,6.133209501995106,80.12282946291245,3,5,1
186,21.79925759747493,28.695900274636895,2,3,1.1509448228904795,70.84382016806887,10,3,0
187,2.0894490965962964,54.02538539978161,1,2,7.003892057941213,95.48584187721883,4,1,0
188,11.624640389040408,10.19202955842987,4,2,8.055087135469492,45.12327716404302,7,4,1
189,34.247002986777176,65.24323807909244,2,0,1.8030060043965876,35.96178350266759,3,0,0
190,12.47232431963494,16.596644136308385,4,4,4.086539277016033,29.78201130641104,4,1,0
191,4.76950866243751,67.70766758838211,5,2,0.9907923609120748,94.09245840664103,8,1,1
192,17.17986642983548,43.05181093035089,2,1,3.826945658005891,30.17720642447094,6,1,0
193,7.716816931929443,39.70855398105141,6,2,1.8050362718439714,92.4101607248301,7,2,0
194,15.245329363272116,15.678032467627002,1,4,59.185283433722766,49.71721607775597,6,1,0
195,2.3570976402550348,89.42491711612895,5,4,7.693410587069505,81.0117411248522,6,1,1
196,14.123932529109133,15.866878119614272,4,3,1.1258508390452528,96.96581269062249,4,3,0
197,2.392732290268916,80.46048600059754,2,3,27.523801304851773,90.94120830220524,3,1,0
198,18.38758313178029,44.463934326027015,3,5,1.1591332215241565,89.93208968034423,7,0,0
199,9.684675955084586,25.774236708676412,3,6,6.613331812192385,86.34293514163164,7,0,0
200,3.5579473653424003,45.93654298439353,7,5,4.001038969677792,61.65069491810683,7,1,0
201,11.387306527517664,15.331018721816147,1,4,5.752726794711476,95.59504780746111,3,5,0
202,2.829300236463473,58.96943461916877,2,4,6.6276835542676,93.53027938072404,6,2,0
203,14.713790656521898,49.223684814069124,2,2,0.9207375631156981,75.32421383356345,4,4,1
204,68.51934864472882,54.99059710434358,3,3,3.651924069500481,46.52106155623718,7,1,0
205,19.604709480791517,33.11732433527709,6,5,1.1069808792348732,94.33219273424318,4,0,0
206,12.233429883419017,82.30088337454345,3,3,1.3099254601284702,49.03209215005359,6,1,0
207,3.2995145194237447,50.12369103054635,2,6,4.98962100135241,88.93501369352703,8,4,0
208,16.44103847756341,70.65101928314182,1,3,0.5073277531656948,95.32746732945283,2,1,0
209,14.987005737246879,68.91872105795335,2,3,1.1362297940779316,81.06701428352868,7,0,0
210,2.604120282835211,59.72044042556169,2,2,4.927906168317179,72.38948210061533,3,1,0
211,20.859886240894483,45.044344306435654,4,4,8.608862035618063,38.73849184529957,3,3,0
212,10.775587691161792,73.87997348289773,5,2,14.861852915789305,76.089375792209,8,2,0
213,8.658744935763005,28.207986431995835,4,2,5.603280489013255,62.32127619934877,5,1,0
214,20.62462746364918,28.171483132917686,5,2,1.733058989707591,56.43702457786895,3,1,0
215,8.363551828681224,67.54111093528704,3,5,9.787842640091698,66.83276374625052,4,1,0
216,9.870824291304885,75.43629521148823,5,3,5.530373361230259,96.44152606616117,5,1,1
217,4.405271692695064,16.19390718208525,2,3,0.9917144552923756,61.00820808896336,8,5,0
218,6.651247067457876,58.19438762247222,7,1,3.7603231550559233,64.34391549931324,6,2,1
219,24.41329730525501,27.77196751175466,3,1,24.71372162050264,99.48595659613542,2,0,0
220,4.482869437253957,36.3749845418915,3,3,11.782810958816716,81.41240714464455,3,2,0
221,8.480809569551996,64.89780471061324,2,4,7.485476992727472,97.60372817155628,3,6,0
222,56.156023675185196,28.57279864320222,2,4,6.16139785927159,85.03464492123612,5,0,0
223,5.239674704223052,13.449482750290478,1,7,4.960334421359219,83.43530017542598,5,0,1
224,31.84275948487259,51.6158516871523,2,0,18.83088625334059,49.4868232328231,5,4,0
225,32.07073982839807,79.99679612185669,3,3,5.945152214196508,81.34573262451885,6,2,0
226,3.148834963778925,66.05615446822644,3,1,3.27101093858702,85.13986524328546,3,3,1
227,9.475681116509568,22.958706171582943,3,1,2.8957278020955632,83.58808659143632,6,1,0
228,10.37107645542541,35.55982233927734,3,4,22.431660367662072,43.70408575664271,1,3,1
229,6.516742250739682,42.931193306004076,3,8,0.460394600918571,38.47564723957518,8,2,0
230,2.581960655931418,91.13939936333179,5,5,1.3693877239939733,84.02874222620343,9,2,0
231,5.319887032710588,35.52689536172359,2,4,13.75121088416621,76.8176925137091,2,4,1
232,3.2048689506711154,23.7597235170658,1,4,0.2269192734509752,37.643057864976676,4,2,1
233,5.265640848064693,40.32199812124509,5,8,5.851562417721351,68.51645242811163,3,1,0
234,21.790068875106577,26.947025343932708,2,1,10.971997816390253,78.52994712581689,5,0,0
235,29.04305801795706,74.72719108480757,4,4,7.147347438689004,89.52723466817176,8,2,0
236,2.5302178608862436,50.86604527205589,2,3,3.183412585021662,85.93161183964155,4,1,0
237,6.313520159690112,2.656544659400091,2,4,7.689669610204117,81.56614899934705,4,1,0
238,49.29878042499391,55.66559109551778,4,1,18.750279824566743,60.154997468349194,3,2,0
239,11.305434749252054,66.14495690364853,2,3,1.3825152815713677,87.78652370324758,1,1,0
240,13.811923930507714,61.46719467196369,2,0,8.445585597263975,59.1224524116002,6,1,0
241,2.0667300951785825,62.91179845477522,3,3,6.455539768776398,77.28758082915628,7,1,0
242,9.960950669605673,71.58554186250912,1,3,1.6280310677646164,98.66135991401502,2,2,0
243,55.40729927177421,69.36578405166,3,3,9.542056149658627,85.90074380744718,3,1,1
244,7.643606207421265,72.45832198843296,6,4,3.319866918546296,92.29869407879741,2,1,0
245,3.224899809042693,52.490107034800694,5,2,11.499480009501566,72.33297717825037,7,2,0
246,9.43672574043277,49.78974601727473,4,4,1.356988038472964,92.08711889123735,5,1,1
247,41.56349691339811,42.336619422911866,4,4,2.4784053957049634,85.27610730193858,5,0,0
248,7.019515455107274,66.67479859949451,2,1,10.905935212476521,86.98982794600619,6,1,0
249,21.2487923950972,71.32845432729312,4,1,1.0285585960870074,64.01037435291519,7,2,1
250,21.244233700310897,86.22597378865864,4,4,7.131449321664587,69.68723890305975,2,0,0
251,4.802089307653897,79.84596785562275,1,0,1.8177719617789687,94.6420340049244,1,0,1
252,9.030204846896954,35.374031923757535,3,4,25.226520882912297,99.34754079974168,5,3,0
253,17.08853677673634,21.26406458305253,4,2,2.2220343386438453,66.04186928281572,3,3,1
254,8.342169471333172,77.2081246059791,1,3,11.977110477304608,93.89506243401524,4,0,0
255,4.543579513422246,45.95171481346437,1,1,7.38909695577272,86.02669335201355,4,4,0
256,43.11608035760843,35.77109273065051,4,1,1.1352322951982081,98.59091582191061,4,1,1
257,14.623619962031492,20.284128380118783,3,3,2.3696745117389795,47.12607050820305,5,3,1
258,26.070711473534338,94.63604283382489,3,6,10.590680384792352,42.919968269260416,3,3,0
259,2.306796931827849,17.488277775968548,4,2,1.0166285098677816,72.92211290885639,4,1,0
260,5.725773110821289,54.11948878052478,3,4,9.238569240229229,81.99905233074101,1,1,0
261,10.367575806689441,57.544167374814606,2,2,0.6218634145830206,95.72217290104408,9,2,1
262,2.837972552128684,82.87936779757973,4,3,4.395566701314589,78.52226581874598,4,4,0
263,61.59929647477507,43.05830190639159,3,2,25.163214757876688,81.02575345740202,3,0,0
264,5.237514844007564,61.6325594536068,4,5,3.064390024798419,91.6785687868806,2,1,0
265,7.626461141625834,66.57896527184785,5,3,26.87378009792792,64.1894242821252,4,0,1
266,4.889763747011589,51.22841848409344,2,0,3.4200806146981027,73.95223807184883,6,2,0
267,3.3371583110825993,56.794526012538526,1,3,0.4241174005851174,94.7767047704659,4,4,1
268,5.1750855427122335,11.568479624693873,3,4,0.9642177086738415,84.11403793696627,4,4,1
269,6.290563354035525,26.899816583914344,5,3,6.95433105737506,92.15835574783682,4,2,1
270,14.07597270202618,52.904712070945926,4,3,3.3683144216056062,94.82306910677987,4,3,0
271,5.962646161567988,60.376503552675295,2,1,4.835423300432432,41.38702542857737,8,2,0
272,7.398210612651086,33.02657695384711,2,5,16.335739194148644,94.32125609900663,5,3,0
273,2.071526872334279,43.95179341262886,3,0,1.4569268795093846,78.25514058900748,4,3,0
274,7.463160843282339,81.34339467044359,5,2,17.28451119942576,40.4705037090295,2,0,1
275,11.159900003806737,38.62057316989734,2,3,1.6523924727639374,39.5622887071728,4,3,1
276,4.121072927683446,43.15980556941304,1,2,4.748723191626308,93.74671771128249,6,2,0
277,12.918728066271308,45.87386339873416,5,4,2.524925048604664,82.54287888370358,3,2,0
278,6.163283505313833,86.82330437054861,2,6,6.296155763648826,76.70581761178224,5,1,1
279,13.997714772356684,67.86551784103959,4,4,3.121015685788628,90.90246120693286,9,5,0
280,2.3185501898604906,43.010072237335564,1,3,3.1537912111248714,62.942473365420106,6,1,0
281,28.227597947879673,62.59153014935646,6,1,27.70917042942446,90.68596723482489,5,1,1
282,2.194999382853158,22.259190565291135,1,2,10.670660027142358,41.75910637867531,10,1,0
283,3.629259798600394,39.42162743410284,5,3,5.003022967349436,68.28639166659237,7,2,0
284,20.015747602992395,60.477825651209905,4,4,22.615396825011675,25.337340186174057,9,1,0
285,2.5637815288278762,54.64195076909374,4,4,13.431279878524832,96.19932288238749,4,0,1
286,16.89588884538993,43.64858247688909,3,3,3.7482892426203067,67.98184915390465,4,1,0
287,44.504621217639,24.686623066111874,2,1,7.108109721245819,48.38795934790562,8,2,0
288,26.639011917852606,41.85296203029009,3,4,1.6259690940988536,97.54169681173396,7,1,0
289,16.861183157170608,37.334214265497636,2,2,6.34860094039474,86.04882522502068,2,2,1
290,40.18755981098097,57.71671628773536,4,7,14.894300423523859,61.84730179620648,2,1,0
291,8.741497932447167,29.93058232946426,3,2,1.0756405976222436,95.87798379756732,10,1,0
292,26.75138259455357,75.70414590042742,4,3,0.8318005129155723,75.66855663293317,7,3,0
293,7.279889864934488,72.99244799612327,2,3,5.310604820005025,89.07535725259734,7,1,0
294,33.87067204450282,95.38733768593202,3,1,3.2271817311760134,88.86179859012951,3,4,0
295,3.932982932284413,68.08431522503572,3,1,2.923135929456634,97.84459113682365,4,3,0
296,35.76673299033775,60.55802576611581,3,2,2.1424101825111,59.28729681158782,8,1,0
297,23.4567618977066,61.92926293045561,3,4,10.663927644836328,80.41050279910895,7,3,1
298,24.453905986030602,67.78423477956174,3,5,9.944424107108592,73.35086458898651,4,2,0
299,3.587615644316157,23.50925829185942,1,2,3.8507569975714513,80.16001173783842,7,1,0
300,12.890555861196844,88.5049019331443,4,5,6.2212216519990555,95.27169781765083,1,3,0
301,2.1983398901066256,20.831101218888303,3,3,0.4927728599559792,82.09226897924273,2,0,0
302,17.326454309711654,60.29932191217643,2,2,13.596611470395008,49.765332873191284,5,3,0
303,2.093211248032665,26.04341712437412,3,2,7.7554411313195315,45.83799844311961,9,4,0
304,3.063644003203708,92.55633883263636,2,2,6.272618566483223,98.78943473425731,7,0,1
305,5.066426801251897,53.67736938110437,3,4,3.23938110244789,98.97142328061844,4,3,0
306,26.965259711281234,88.8634640671944,3,2,8.126286691343648,94.69019834842742,4,2,1
307,7.422689248956861,18.520000334356702,6,2,7.050224782860547,44.557451942699636,8,1,0
308,11.317300351132978,71.98511552465887,5,3,5.127945628369771,69.59865483047145,3,1,1
309,12.074823681937177,59.95420663483822,1,4,0.5147928608117064,61.680362786755616,3,1,0
310,5.065883752383384,12.552341469517003,3,8,6.606346714244626,73.1665208964495,4,5,0
311,12.187700696731644,33.3323225805927,6,2,7.546020418158149,80.67684434248376,3,5,0
312,14.979355809896092,51.88650901579888,4,6,4.80176547423389,63.34285513791419,2,2,0
