member_id,course_id,rating,completed,time_spent_hours
297,59,3,1,13.972895414048843
142,5,2,1,22.039992416405198
224,99,3,1,8.300401015297545
78,87,5,1,3.317407226727256
335,63,4,0,0.5358168397315668
442,5,5,1,11.55689788762718
159,69,4,1,0.04478413437565124
133,92,2,1,11.208856981437766
412,56,5,0,0.4908743642525329
138,82,5,1,2.392887599303489
359,58,4,1,5.457910118994322
15,68,4,0,6.701306506042949
146,74,4,1,0.9784134151734536
262,46,2,1,1.5679402358728765
418,96,4,1,8.858682894294391
116,80,3,1,4.275016388264947
352,92,5,1,7.858263683373632
256,1,1,1,24.972149664145604
413,38,3,0,4.97401400673647
145,81,3,1,7.851541343495542
114,19,5,1,2.9672349366503283
77,96,5,1,4.759362138840611
440,70,3,1,2.051883842761231
395,65,4,0,0.5577992444759763
455,75,3,0,1.4120080947566434
234,19,4,1,4.114139764751686
386,84,5,1,13.282715998148495
87,8,4,1,8.199194456094014
146,87,3,1,5.131221296641687
216,27,4,1,3.6722876672876152
280,82,2,1,28.473676518986366
283,27,3,0,3.542691391068128
350,75,5,1,1.1835356212487618
154,52,4,1,8.275106908199326
154,27,4,1,1.0644104258539737
346,24,4,0,2.0136542326100613
164,47,3,1,8.84087989981934
418,12,5,1,2.6744624267542756
105,1,4,0,0.6486152122960017
482,69,5,1,6.748135699200995
212,13,5,1,2.599994145364958
313,26,1,1,9.204771959249895
245,68,5,1,6.835418854658386
465,61,4,0,10.420671356739017
124,33,4,1,6.460181172730225
359,93,3,1,1.9191738445351887
396,73,4,1,1.488294735053246
89,89,4,1,17.32043372236358
428,17,5,1,18.75783613436154
68,33,5,1,10.591962953509224
493,58,4,1,34.86162449833505
197,3,5,1,4.0190230694327695
278,13,5,0,3.934540808505073
472,89,4,1,17.180296719149226
10,78,4,1,16.27453992495544
153,87,2,1,1.6928057221156032
396,19,3,1,13.89008567230836
496,66,4,1,1.2591278380144528
97,40,5,1,4.366990443124636
275,41,4,0,0.9640819533495715
178,77,5,1,14.765255422278983
492,18,5,0,14.68067989280856
310,22,3,0,1.059666611780592
62,87,3,1,20.432644631197803
418,14,5,0,0.9570701956408367
54,40,3,1,26.922681437790146
484,87,3,0,0.9019992003194638
17,3,5,0,7.810013022081739
361,58,4,1,5.0369276080927206
27,73,4,0,0.15651835684959026
319,32,5,1,1.4276769912611025
10,99,5,1,29.305803771608776
93,34,3,1,8.029314627781975
35,56,4,1,8.231461048920067
389,33,4,1,2.8926228410688726
378,43,1,0,2.011600536415938
400,17,5,1,26.665704707203712
349,58,4,1,4.085134928724457
37,85,4,0,0.49157619947739306
266,37,5,0,0.4172389050880815
347,30,4,1,35.86273125284173
431,19,4,0,0.16498348712752647
431,38,4,0,1.1130068365639891
449,63,3,1,11.818640299608663
489,10,5,1,0.4479939586810273
401,51,5,1,15.191674016576822
435,78,4,1,3.7148846850177786
78,64,1,1,1.713905905018462
392,25,4,1,2.4333657097753827
467,2,3,1,1.9626746582153878
457,50,4,1,6.259246639722527
74,25,3,1,8.96068920676018
461,49,4,1,3.441792725321333
265,39,4,1,26.48964937758627
234,82,4,1,2.612182491601997
35,63,3,1,21.107157953179208
118,48,4,1,0.5167765369246284
367,76,4,0,1.2849761969445563
206,94,4,1,3.3142777995525794
62,46,4,0,3.2511517847991467
152,13,2,0,1.9742935457694148
314,34,4,0,2.1531634977900893
439,11,3,1,8.070699736498254
30,21,5,1,24.530025581391833
107,37,5,1,1.5924723584374751
197,45,5,1,0.9689258147014436
178,30,3,1,4.446673818215622
487,13,3,0,0.28074193675906756
381,18,3,1,7.380013430022805
193,70,4,1,6.594406110344005
285,33,4,1,3.4696527237152597
117,80,3,1,1.0746800441621076
459,21,4,0,3.6213247004546627
236,83,3,0,4.419678058756504
130,94,5,1,3.0696265316801075
65,58,4,1,30.580157437155172
277,35,5,1,1.2822958555654995
436,43,4,1,1.731500227059436
383,82,3,1,6.309978998509761
444,97,4,0,4.386216641020732
241,9,5,1,10.680139911149553
211,15,5,1,4.623115470807246
13,47,1,1,29.433449828570083
268,63,3,1,2.8784002261845947
200,54,5,0,7.509832089318994
262,33,5,0,0.7919628444847338
117,44,4,0,6.084774573260889
16,49,3,0,0.07156911225771379
182,46,4,0,2.8004106821486037
52,64,4,0,1.255424719285153
34,17,5,1,5.094822648804883
292,98,3,0,11.334168174883079
289,100,2,0,2.618171053134333
280,86,4,1,9.069390927919821
367,30,3,0,2.0624088190481804
398,94,5,1,6.901326268605628
413,39,4,1,2.103435543990301
496,78,3,1,17.32243112392468
364,50,5,1,20.649138902370403
8,81,4,1,11.219623628607508
435,19,4,0,0.553227102442529
65,26,4,1,26.428904023707528
12,97,5,1,4.78916546346479
235,27,1,1,15.756575826115869
130,77,4,1,20.683999765412445
231,82,3,1,12.05364592812592
449,14,4,1,4.821916122158093
27,78,1,1,9.075802622136525
7,7,4,1,15.165408956897707
471,75,5,1,19.680633315031457
400,59,5,0,4.576334060257577
332,90,4,0,10.01875287254288
287,66,4,1,11.151104966838904
16,23,4,1,21.02194460930809
437,30,3,1,2.676056391556225
371,99,5,1,32.40961878209923
188,42,3,1,4.5090481457061795
137,46,4,1,1.546035514611404
336,7,3,0,2.1061283726676012
246,97,4,0,11.172188058367208
272,82,4,0,3.990488276249711
285,65,3,0,8.021432448296867
498,45,4,0,3.0055676666754287
170,53,2,0,9.478734963431751
275,13,3,1,10.89509327076162
459,75,4,0,11.217658851023554
493,35,3,0,10.550280256371428
36,32,3,0,4.891832651346129
50,59,3,1,13.999209199343902
446,31,4,1,7.738083464984619
82,46,5,1,1.2322561416417508
155,82,4,0,4.854835381264103
5,23,4,1,15.399341870197079
270,70,4,1,4.114695814275415
26,76,3,1,18.68135755579494
170,52,5,1,29.797213030535225
107,82,4,1,5.826438254471489
431,43,2,1,1.1978030681706056
55,32,5,0,0.7935960828428128
468,88,4,1,4.991194182870799
237,43,2,0,1.6256225607076051
496,24,5,1,11.53295714638427
138,2,3,1,10.295149306921047
425,57,4,1,14.664104353516143
87,78,3,1,8.125687143801004
70,76,4,0,5.148169269184487
126,72,4,1,1.5887691797362198
240,74,4,0,11.075599632375116
418,94,4,0,0.10966219280855846
306,31,5,1,6.084106380032921
290,20,5,1,19.985819247916684
214,66,3,1,3.9976881811094254
343,15,2,0,1.8150273774856378
447,42,4,1,1.8479625815690104
47,21,3,1,44.97185762120414
355,22,3,1,12.92932392597525
219,8,5,0,8.717017118806085
173,77,5,1,41.28743818028492
134,37,3,1,8.022273285729275
340,5,4,0,3.338000635702312
140,8,4,0,2.3441343314274135
179,3,4,1,3.0601475084291256
231,50,5,1,3.615324489563119
456,45,5,1,3.9143634623158747
490,97,5,0,3.4407458143854663
47,33,4,0,1.439438029937806
227,20,4,1,8.872804368368918
239,16,4,1,8.63888815645315
108,64,5,1,16.747378267582842
483,80,3,1,2.6763086953744923
482,52,3,1,1.9220527471887716
252,47,4,1,8.813646256701663
386,80,5,1,12.480428991946116
443,45,3,1,10.423775446303853
259,26,1,0,3.4778899715812974
420,36,4,0,10.036524841780391
325,46,3,0,5.467399495581912
452,26,4,0,3.2301448116391205
106,65,4,1,9.27496585033085
159,20,2,1,7.723128452960366
373,61,5,1,9.183653122941681
311,62,4,1,3.132792207994062
103,81,2,1,1.698024391294675
228,58,5,1,2.1989260504803028
401,67,5,0,2.516479941630946
406,42,5,1,0.37292959643267903
121,11,4,1,3.4182887723651794
218,84,4,1,5.131783293212026
282,12,2,1,2.171658348099235
55,4,4,1,12.963917690943578
235,3,5,0,4.1856817569407365
495,91,4,1,0.9596763479502479
136,59,4,0,6.786151455966071
472,46,4,1,29.913280684850818
423,40,3,0,3.7519980936928357
410,18,5,1,2.020181960931444
316,11,4,0,11.319072666771483
482,100,3,1,1.8945924522016648
303,6,3,1,46.05366263981864
334,73,5,1,18.012593385164408
309,29,3,1,6.931168484566824
398,84,5,1,1.555957246049091
370,90,5,1,17.254945212955416
452,30,4,0,3.5589280622577935
213,92,4,0,0.20929907380821638
432,5,5,1,4.601142237522328
411,48,5,1,13.728446237841956
150,90,2,1,0.44986605060907064
371,2,4,1,25.369540972485126
388,84,4,0,6.316434212146229
195,61,5,0,5.4249472942471595
52,11,2,1,9.746302071072035
170,9,3,0,0.8200702190659125
438,48,4,1,9.04614192898563
45,28,4,0,3.5441481041039236
424,95,4,0,7.376971620307652
87,41,4,1,1.852368766920258
334,28,4,1,2.8047624361367482
99,3,1,1,12.430914097562374
488,13,5,1,2.644494165319947
169,79,2,1,22.109144417628002
281,38,4,0,1.4134503069104634
25,33,3,0,0.41740456880060217
103,91,2,1,10.33731283518061
108,90,2,1,1.7469674345572803
28,1,5,0,0.8015199990287345
150,18,5,1,2.3008415344428084
49,32,1,0,0.15438195737532429
150,21,3,1,0.46438104201798397
168,68,4,1,1.289115709788153
195,96,3,1,1.5769228485593323
15,74,2,1,1.6356081809627039
397,13,3,1,16.07204257923006
498,38,5,0,5.507257166027205
458,15,4,1,36.44598082082377
372,93,4,1,12.147637856149638
498,60,5,0,1.9341146264933844
81,58,4,1,10.998355132075357
321,80,4,0,0.8831836917291684
283,12,5,1,11.404263939309073
163,100,4,1,4.371190814798799
32,28,5,1,1.691153078393757
467,64,4,1,8.333964396130517
339,28,4,1,5.826625066432998
201,92,3,1,4.35603119811362
465,35,3,1,7.247023315773735
255,57,4,1,0.9197367705323081
440,96,5,0,5.355455170144298
313,88,4,1,0.9479131645524835
251,15,4,0,0.34338862090470945
77,53,5,0,4.436337663412875
130,95,3,0,0.6148324199714186
200,80,2,1,4.076957600207053
394,57,4,1,0.24361248987826972
448,34,4,1,2.550699999506088
289,35,3,1,8.880183044807229
154,93,5,1,0.7069123039253695
422,9,3,1,10.3339315564158
412,3,4,0,1.2756353219054113
48,2,5,0,0.523148522577809
318,64,4,1,10.3871363042761
452,56,3,0,3.9749059084282945
142,30,4,1,20.90781228138458
115,97,2,1,1.4049998271494402
189,21,4,0,1.6616728316834788
59,61,4,1,9.036645752370276
47,83,4,1,16.97998231746654
159,26,3,0,2.204623806857434
5,8,5,1,10.65053339529519
379,71,4,1,2.175781891654333
51,50,4,0,0.9308077093110846
359,76,5,1,0.664165855316921
396,59,5,0,4.1438008291525525
387,76,5,1,8.456998765986276
234,91,1,0,2.6314760406745745
88,17,3,0,1.1414401054706995
290,21,5,0,2.341050901819131
468,2,4,1,6.181101380481139
81,20,5,1,2.682099587365811
182,70,3,1,21.965902482590383
438,2,4,1,27.36236269778315
336,68,5,1,5.890204166456892
327,74,4,0,3.1284542774579185
138,35,1,1,17.69628458064902
53,47,1,1,11.328716842944292
267,79,1,1,6.839707792691834
34,55,3,1,10.693901752749824
84,77,4,1,26.60488494610021
466,39,4,1,15.109460209454424
41,9,3,1,3.4720244968693232
143,79,4,1,9.206381835651355
365,81,3,1,9.419051682485684
392,2,4,1,0.8405192276276205
9,80,5,1,1.033739831426472
14,57,4,0,7.649407315757958
25,27,4,1,24.38847600949002
175,88,5,1,5.073318079834528
155,64,5,1,5.942234474417724
114,73,4,1,22.6005752111779
297,16,5,1,22.95636715407058
500,26,5,0,7.731880137347327
106,45,3,1,5.372768731951036
110,49,4,0,2.5381407621197214
256,10,2,1,0.05163509979385561
271,15,2,1,2.3918890767351857
280,35,4,1,3.2286256681937786
421,95,5,0,3.6478463161207237
435,56,5,0,1.1680011967327353
248,60,2,1,1.7989470659770492
158,87,3,1,6.305288690602423
200,76,3,1,25.499132500480414
327,50,2,1,39.916354391668676
260,20,3,1,2.167658609623893
493,45,4,1,0.556955519632713
487,24,3,1,1.626683268491376
38,36,3,0,5.694061619131075
289,72,3,1,14.31320230558571
466,22,4,1,10.10011071102953
296,25,1,0,2.8117586959842833
415,11,4,1,1.1382481620789768
43,17,5,1,2.8096047485322098
325,90,5,0,0.88043819608483
328,82,4,1,5.095321322308566
366,50,4,1,10.274270205268616
276,10,4,0,0.24624647630685975
250,40,4,0,2.086895486488306
147,100,4,1,7.517396001726128
115,47,3,1,11.484119546914464
464,90,3,1,30.872499872130135
81,44,1,1,0.42406959347280593
483,78,4,0,1.390853948364515
491,52,5,1,0.8058952567778882
165,54,2,1,12.385262467837395
159,50,4,1,17.601120430375754
124,38,4,0,8.436408104480913
417,82,4,1,14.786262245761739
16,68,4,1,3.280648652767648
465,76,3,1,17.329537330151933
398,38,3,1,23.64181067596547
418,65,4,1,15.032164552671144
36,18,5,1,2.1011482436423843
411,26,2,1,5.204372525786099
435,69,3,1,4.611055379329108
118,32,1,1,25.901827031078422
286,63,3,1,19.110977227081584
242,81,4,1,14.791981061585616
186,11,5,1,0.3071953529053614
31,94,5,1,15.23503409283906
130,66,2,0,3.7628280454196625
495,50,2,0,9.808765933948585
280,63,4,1,3.107677215197429
432,79,4,1,0.46665920417665957
226,86,5,1,30.28773093461899
59,88,4,1,3.0055611886101916
490,94,1,0,0.26093135663486694
166,17,4,1,15.390037838118262
348,3,2,0,4.539916140556804
379,95,4,1,18.816210318306627
486,68,3,0,1.9415023562139098
60,14,4,1,0.5024084531716376
349,47,3,1,12.213673764145463
212,27,2,1,5.762033305631377
251,33,4,1,13.700729073340906
313,41,3,1,7.476270380153594
162,23,3,1,2.0587110636486723
46,47,4,0,1.513251631595431
161,36,5,1,7.0063085890090875
41,59,4,0,1.5012260049912212
498,85,4,0,1.0789671800589102
58,39,5,0,5.8771917557170905
13,8,5,1,0.7388192944425918
373,26,3,1,6.722433365646456
469,38,4,1,4.279266431741784
106,75,2,1,0.26076388221892693
284,5,5,1,19.79825013593581
430,53,3,1,11.919593562198727
142,26,2,1,4.156343879006064
295,58,5,1,3.757069476019889
456,2,3,1,17.444579886882547
3,36,5,1,23.077637076629873
10,54,4,1,8.039130214047509
15,96,4,1,24.74218216916663
245,42,4,0,5.389872927505103
361,42,5,0,6.765986038889098
85,2,3,1,46.271697969133925
476,61,4,1,18.36383011155421
19,56,3,1,26.204535119546854
225,40,5,0,1.2619135469038498
434,38,5,1,10.044387695747425
130,61,4,0,2.5172350186935377
48,72,4,1,10.325918539275548
344,10,2,1,14.898632766725958
190,52,4,1,20.919601150376312
202,36,4,1,6.054676156398661
149,92,4,1,6.314962483377049
11,18,5,1,1.3102648780857042
166,33,5,1,51.8548770498035
440,77,4,0,2.533604038148185
391,82,4,1,5.675001855973903
245,62,1,0,2.1986028438871807
343,89,3,1,1.862908187277209
288,40,4,1,14.025844016905504
270,27,4,0,5.71510976626721
51,12,1,1,13.226671209933423
189,49,3,0,0.20641209610140476
77,74,3,1,5.661508509809878
213,49,4,1,14.62807153134323
441,72,2,1,13.785224671251346
462,89,4,1,5.497465950496067
469,61,3,1,3.30548032336074
160,20,4,1,8.420525567164027
260,64,1,1,20.30005125994925
145,91,1,1,37.20576643019528
218,98,5,1,3.415517550214692
379,14,1,0,4.538063757524521
380,85,4,1,7.34200150282169
452,4,5,1,0.24258670092447465
66,69,3,1,6.946044804097475
385,42,4,1,5.290345501472229
375,43,5,0,7.265112602912872
123,96,4,1,42.69212306209572
349,23,2,0,1.643109184585858
203,2,2,1,1.6223570314251763
117,63,4,1,6.847931029215473
221,76,3,1,8.85293844165583
419,9,5,0,2.7425230790386856
434,88,3,1,13.09494736309894
142,19,5,1,1.2083027793602987
211,82,5,1,35.746719907746616
440,8,4,1,0.7077720179830705
369,24,3,1,6.187341267187789
308,93,4,0,2.342587256324406
297,6,4,1,9.606018158898827
478,81,4,1,11.510709522665433
202,34,3,1,0.9512368916484021
304,23,5,1,13.317537514969153
245,27,4,1,2.1798169518632853
227,51,4,1,7.813965780574602
183,80,5,0,1.0988709245359274
51,18,3,1,9.400299497502111
33,65,5,0,3.0360439169179054
71,16,3,0,8.767206717296762
443,58,4,0,3.8263804519905023
250,94,3,1,10.964528675781418
447,83,3,1,9.055330728667965
11,35,5,1,4.063158710791689
161,43,4,1,5.6840440645820784
13,29,4,1,4.1209980364076335
125,64,1,0,1.2131903422550163
291,10,3,0,0.01903047054176928
217,32,4,0,1.5178361207426985
196,73,3,1,25.949512414005017
205,80,5,1,2.3008209659118126
219,40,5,1,10.556779096187972
53,26,5,1,2.2094789948508637
338,22,2,1,21.214260781021494
260,82,4,1,14.420125160905872
497,27,5,1,6.105204747162995
123,53,3,1,16.945294380017632
157,68,4,1,12.567417272898624
103,89,5,1,0.8235077081101105
45,54,4,1,22.867140493633467
75,48,5,1,5.54233893377912
370,96,3,1,21.189767286680834
217,98,4,1,5.064019012202531
271,91,3,1,12.58330631297891
70,62,4,1,6.49586170068993
206,91,4,1,6.569449591937213
141,9,5,0,1.4964579731896515
283,80,3,0,2.4943532091578637
3,15,4,1,0.9671511537283235
76,3,4,1,76.6225542180754
435,10,5,0,0.24951695117363426
275,40,5,1,12.440803967806115
148,76,3,0,1.5548362499419355
376,87,4,0,5.243814377724259
201,3,4,1,3.987361414538409
216,42,4,1,3.8791160914487524
117,30,4,0,4.588633326114033
125,7,5,0,3.3107849051933718
477,12,4,1,1.9107409336180776
334,62,5,0,8.627474740703223
222,79,2,0,7.006411157643631
212,10,4,0,1.063833477778901
380,51,1,1,13.296532269921503
223,99,5,0,0.7728289557242929
427,67,5,1,24.24024642133667
131,28,3,1,24.633979831094642
291,34,5,1,23.95660020364626
425,61,3,1,5.0526468184232005
397,64,4,1,5.926331255481641
15,99,5,1,7.158457174100806
155,53,2,1,16.70479169220496
119,2,4,0,1.8489942377634356
395,6,4,1,1.9986352876512319
78,77,4,1,4.051416261317539
13,81,4,0,4.034376345131906
79,19,3,0,5.98474664671983
55,1,2,0,2.4041748802042293
94,84,5,0,1.5402913432307792
129,17,3,1,22.675579201809278
311,87,4,1,3.2355003705897967
8,72,1,0,1.6492722091042922
73,32,4,0,5.244215858351652
438,68,4,1,19.040639778711007
387,56,4,0,1.926889104077931
20,48,4,1,16.27929171454945
108,22,3,1,8.904028457701177
373,32,2,0,3.5040865186292764
312,44,2,1,25.727663990894403
373,38,4,1,12.355754452676095
401,15,5,0,2.2112419572878412
288,94,3,1,10.380904557202262
36,79,5,1,1.7544914632478372
424,73,5,0,0.3079969187050422
333,91,3,1,5.302083220512946
417,73,4,0,4.181168139888971
224,26,5,0,2.8781940056877366
229,71,4,0,1.3091134348351374
48,66,4,1,10.652063194188177
283,91,3,1,4.22990452326045
68,82,2,1,6.874636768307608
48,79,5,1,16.562808358226444
371,47,5,1,1.3512805932461296
86,29,3,1,1.6422161289705004
134,2,3,1,36.13359991034267
345,36,3,0,2.4535849293828216
90,40,3,0,3.1415066026012815
61,79,5,0,1.4615480450279084
308,11,2,1,1.4583592480513605
401,88,2,1,2.4211390619268602
452,92,3,1,11.224064903662923
92,20,4,1,2.4271119815518833
375,90,2,1,11.652986876090514
123,32,4,1,5.083804782343593
198,30,3,0,6.188414586342365
369,45,2,1,10.048366745075228
180,59,4,1,4.533507065204738
410,17,1,1,16.5643628342649
7,18,5,1,14.047682298273855
51,80,4,1,19.724900359182918
353,60,4,1,10.86411642628304
273,55,3,1,9.216632570245867
5,16,5,0,3.3699068391236153
53,7,4,1,8.338414725332058
113,74,4,1,7.548820087711835
116,53,5,1,3.0347183640411886
52,90,2,1,9.340495639015034
262,39,4,1,2.735154067665614
38,10,2,1,10.934470812789232
217,71,5,0,15.671461831743969
270,55,1,0,6.060670893729672
122,96,4,1,0.8974303460330848
118,40,5,1,25.905073446272876
32,62,3,1,2.752127730171397
127,18,3,0,6.628727300416407
125,1,4,0,1.096898695901646
213,22,3,1,2.730586474234433
392,12,5,1,2.920431591079155
255,64,4,0,2.315367983603166
456,54,5,1,1.4640530205042919
330,46,4,0,1.6606397288344799
88,38,4,0,1.0937067756919405
47,6,3,1,3.292750320840872
4,76,4,0,7.780688797553783
281,66,4,1,0.41826898524174627
389,74,4,1,4.169068086190711
87,29,4,0,0.561929116434291
66,25,3,0,2.467798806589113
268,12,4,1,0.9550810511276626
483,43,4,0,0.9239795996692617
94,23,2,1,3.0171073661971484
171,91,3,1,3.9824585410551667
358,99,4,1,4.989496322363815
146,54,4,1,7.078554376686036
43,26,4,0,1.7213314392333563
71,67,4,1,10.209168963927429
220,38,4,1,5.510513204567273
33,13,4,1,7.393294329679424
271,27,3,1,20.8141947866375
438,86,1,1,14.686764604842274
207,50,5,1,6.576676484438131
55,97,4,0,1.8240027915156913
316,87,5,1,31.14664500270549
343,87,5,1,1.5734664032710255
433,66,4,1,16.643468283500408
66,97,5,0,3.8004880689313794
307,89,4,0,0.3608272416990252
321,2,4,1,18.035395024630407
436,60,4,0,2.713815500468096
81,18,4,1,4.107350983434914
331,33,5,0,3.440570637590967
227,67,4,1,22.258598722848845
20,22,2,1,13.180779556282884
479,16,5,1,23.8945364587893
160,86,4,0,1.3646475791227177
45,8,4,0,1.904657985463143
441,69,4,0,2.9390942982356
111,7,1,1,12.372357074863576
58,4,3,1,17.301914930083214
356,74,1,0,4.471008123573777
358,84,4,1,4.496702040733245
308,88,3,1,28.05411031878773
262,4,5,1,3.836719997022604
32,88,2,0,0.5807889459926823
215,26,5,1,0.34559671187215424
79,94,4,1,8.371313490206301
130,37,3,1,14.963321069409988
16,85,4,0,1.7467852471111551
204,26,4,1,41.19413040243326
75,21,4,1,1.6188979829817327
7,23,4,1,1.5298152967215923
58,78,4,1,22.0479260373762
364,31,2,1,4.654158511602491
58,52,3,1,3.2392796097640413
40,38,4,0,1.96225847776683
232,29,5,1,9.836882116038955
401,76,3,0,2.2353174565664604
240,90,2,1,22.442710439998898
457,14,4,0,0.5176523231378725
290,37,5,0,1.8984371737118582
349,6,4,1,5.918845338026078
229,84,4,0,8.579016404145705
73,94,5,1,4.8972773901966224
253,1,4,1,2.327097277694732
391,22,2,1,56.53441815591235
248,42,3,0,1.0814724542848815
60,9,5,1,10.988098640481404
487,94,4,0,5.237694718416641
346,92,4,1,4.396849152679051
261,14,3,0,2.693483349681549
314,45,4,1,9.048621943261498
438,11,5,0,4.727323446635288
150,5,4,1,22.732221929205927
254,81,3,0,0.6130957146118863
262,96,4,1,24.403941299738676
427,10,4,1,9.758805655860911
200,98,2,1,4.16202504996291
278,34,5,0,0.9177350091502486
92,46,1,1,7.5274067555757815
373,43,3,1,18.432262483397295
92,95,5,0,0.021239155875924922
500,54,2,1,4.952133636920289
398,86,5,1,8.812664185523728
404,70,4,0,4.258743530411586
115,46,4,0,10.459560623959387
406,86,3,1,38.907005570733276
272,95,5,1,24.985578383100545
303,76,5,0,0.07440991816663314
313,4,3,1,32.97829759878785
157,66,2,1,27.70256528372832
378,29,4,1,6.304376893761301
378,78,3,1,14.546988065698327
72,41,3,1,4.56696887355618
433,4,4,0,8.423241658394097
11,33,4,0,2.1056397612419264
281,39,4,1,7.215695171696699
178,88,4,1,35.74282760654239
74,1,5,1,4.587528591524116
94,90,4,1,10.517385202882693
94,19,1,1,3.9240619543407473
332,82,4,0,1.2599285584997653
364,74,5,0,0.8502118882700449
70,57,4,1,7.950986275407645
150,13,5,1,8.648695134697563
315,69,2,1,0.835763027587878
376,71,5,1,7.249483942150523
354,33,3,1,5.031346221957413
278,77,2,1,42.76581659484982
187,79,3,1,14.69240853289409
45,88,1,1,13.669018002493143
19,88,5,1,4.600771393368842
20,29,5,0,1.1808869453273216
432,93,3,0,4.495582705732775
382,56,3,0,4.240885192646212
354,11,4,0,2.1013212193475423
132,91,5,1,2.2089058174502187
470,25,1,1,11.336564272605438
409,23,5,0,3.7554378739935528
378,80,4,1,3.126808174356714
227,64,5,1,6.148146568801254
384,11,4,1,3.456889847279128
274,20,2,1,2.9554742147881474
429,94,4,1,20.542834083174686
314,94,3,0,4.600264751160159
430,36,4,1,12.322365813636475
271,26,5,1,3.3469146229196123
274,10,3,1,2.5005981527351158
11,72,4,1,9.1131897044575
430,48,4,0,2.0730617727627223
348,34,3,1,1.8278906009830846
194,66,4,0,0.08376911642246296
245,10,5,1,17.801751675838716
42,71,5,1,5.076579246638659
172,89,3,1,0.18874880037793568
456,18,3,0,0.8666377026360967
397,15,5,1,4.477484460289673
449,2,4,1,1.0911278040094103
179,68,4,1,1.1604034518888058
410,41,4,1,35.50146344421634
107,8,4,0,3.223563793564579
382,43,2,0,4.520642911282194
321,43,1,1,2.4193289377243383
177,32,2,1,11.47140140998238
21,20,5,1,1.1350744439975686
183,38,3,0,0.8746144411357212
477,20,3,1,2.711044500256421
136,6,5,0,0.7559959308718869
444,89,4,1,1.8435010164134389
83,35,5,1,1.1915034401913625
109,67,1,1,0.7580151781082383
400,64,5,0,0.3849179250686293
237,34,3,0,1.6579136612442409
125,72,3,1,3.4210148920054446
349,97,5,1,15.700367999724813
202,10,4,1,1.9698335924448145
203,50,2,1,6.4222116920066235
194,24,4,0,2.4204488564253093
441,89,5,1,1.0313646505234257
25,36,5,1,4.498357388289035
39,68,5,1,8.889177653698985
341,65,3,1,2.022665740010635
388,1,4,1,9.700920736741102
1,8,4,1,1.0099729058960945
162,30,4,1,0.38869446994524387
359,29,3,1,0.22437104250253664
189,2,5,0,7.699295597664006
162,81,5,1,19.927313724888155
69,71,4,1,20.75020648072813
94,34,4,0,2.2413444953348445
229,95,5,1,5.995489587834815
288,20,3,1,34.6585618495913
181,37,3,1,18.51663584827989
68,43,1,1,0.30425841882562676
173,54,4,1,4.432799175166542
248,100,4,1,2.6469888502139414
185,26,5,0,2.1082178852944207
31,79,5,0,0.3850027785900021
339,27,4,0,7.474869666469218
196,94,2,1,11.608010431867271
87,61,5,0,0.46328488421622926
300,79,5,1,8.68982493757194
17,72,1,1,5.575976363150765
355,66,3,1,18.011666747418133
190,48,5,0,0.9628199005604838
422,8,3,1,5.239722163674635
468,56,3,0,3.75942284390319
